29,001,0001,AMAXAC DE GUERRERO
29,001,0002,SAN DAMIAN TLACOCALPAN
29,001,0012,LA PRECIOSA [RANCHO]
29,001,0013,AMINTLA
29,002,0001,APETATITLAN
29,002,0002,BELEN ATZITZIMITITLAN
29,002,0003,SAN MATIAS TEPETOMATITLAN
29,002,0004,TECOLOTLA
29,002,0005,TLATEMPAN
29,002,0006,LA LOMA [COLONIA]
29,003,0001,ATLANGATEPEC
29,003,0004,SEGUNDA FRACCION DE OLIVARES
29,003,0006,EX-HACIENDA SAN JOSE ATLANGA
29,003,0007,COLONIA AGRICOLA SAN LUIS
29,003,0008,SAN PEDRO ECATEPEC
29,003,0010,SANTA CLARA OZUMBA
29,003,0011,SANTA MARIA TEPETZALA
29,003,0012,SAN JOSE DE SANTA ROSA ZACAPEXCO
29,003,0013,EX-HACIENDA SAN ANTONIO TEPETZALA
29,003,0014,COLONIA BENITO JUAREZ (TEZOYO)
29,003,0015,TLALMIMILOLPAN
29,003,0017,LA TRASQUILA
29,003,0018,SANTIAGO VILLALTA
29,003,0019,VISTA HERMOSA
29,003,0021,EX-HACIENDA DE ZOCAC
29,003,0022,ZUMPANGO
29,003,0023,SAN JOSE DE SANTA ROSA
29,003,0024,EL PARAISO
29,003,0025,LA CAÑADA
29,003,0026,CERRO DE LAS FLORES
29,003,0027,EX-HACIENDA LA TRASQUILA
29,003,0028,EL OCOTAL
29,003,0029,SANTA ELENA
29,003,0030,TENOPALA [RANCHO]
29,003,0031,VILLA DE LAS FLORES
29,003,0032,COLONIA LOMA BONITA
29,003,0033,JERICO [RANCHO]
29,003,0034,GUADIANA [RANCHO]
29,003,0035,SAN ANTONIO ZACAPEXCO
29,003,0036,XUXTEPEC
29,003,0037,LA FLOR [RANCHO]
29,003,0038,EL FUERTE APACHE [CENTRO TURISTICO]
29,003,0040,CUARTA FRACCION DE OLIVARES
29,003,0041,LA CUCHILLA (EL ALCANFOR)
29,003,0042,FRACCION SAN PEDRO ECATEPEC
29,003,0043,JOSE RODRIGUEZ
29,003,0044,LOMA BONITA ZACAPEXCO
29,003,0045,SABINO GRANDE (EL CARMEN)
29,003,0046,MAURO VAZQUEZ
29,003,0048,VILLA QUINTA OLIVARES [CENTRO VACACIONAL]
29,003,0049,XALNENE [RANCHO]
29,003,0050,LA HERRADURA [RANCHO]
29,003,0051,SAN FELIPE [RANCHO]
29,003,0053,LOS PATOS [RANCHO]
29,003,0055,ZACAPEXCO (LA SOLEDAD)
29,003,0056,TEPITZILAPA
29,003,0057,TERCERA FRACCION DE OLIVARES
29,003,0058,LA TROJE
29,003,0059,LA CASA ROJA
29,003,0060,LA LOMA (EL CERRITO)
29,003,0064,LA CAÑADA [RANCHO]
29,003,0065,EL CATORCE
29,003,0068,FRANCISCO ESPINOZA ELIZALDE
29,003,0069,SAN ISIDRO LA GASCA
29,003,0070,EL HUERFANO
29,003,0072,SAN MARCOS
29,003,0074,EL OCOTE
29,003,0075,EL RECUERDO [RANCHO]
29,003,0077,RANCHITO DEL MONTE
29,003,0080,EL ENCINO [RANCHO]
29,003,0081,EL OCOTE [RANCHO]
29,003,0082,EL POTRERO [RANCHO]
29,003,0083,LA PALMA
29,003,0084,LAS BARRANCAS [RANCHO]
29,003,0085,LAS TINAJAS [RANCHO]
29,003,0086,LOS CAPULINES [RANCHO]
29,003,0087,LOS ENCINOS [RANCHO]
29,003,0088,LOS NOPALITOS [RANCHO]
29,003,0089,SAN FRANCISCO [RANCHO]
29,003,0090,FILEMON HERNANDEZ
29,003,0092,SAN SIMON
29,003,0094,LAS TINAJAS (LA TEPOZANERA)
29,003,0095,VISTA HERMOSA
29,003,0096,LUIS ECHEVERRIA [ESTABLO BOVINO]
29,003,0097,SAN FELIPE
29,003,0098,ATLANGATEPEC [GASOLINERA]
29,003,0099,EL ALEMAN
29,003,0101,EL MIRADOR
29,003,0102,LA PROVIDENCIA
29,003,0104,SAMUEL OREA (RANCHO EL PATO)
29,003,0105,LA JOYA
29,003,0106,SAN JOSE
29,003,0107,UNIDAD HABITACIONAL I
29,003,0108,ALMEYA
29,003,0109,EL CAPRICHO
29,003,0110,EL COLIBRI
29,003,0111,EL HERRADERO
29,003,0112,LA VACA PRIETA
29,003,0113,LOS CUATRO HERMANOS [RANCHO]
29,003,0114,SAN ANTONIO ZACAPEXCO (SAN PEDRO ZACAPEXCO)
29,003,0115,EL CENZONTLE (LOS TRES POCILLOS)
29,003,0116,CAMINO REAL
29,003,0117,LAS CABAÑAS
29,003,0118,JESUS GARCIA
29,003,0119,VILLA ESPERANZA [RANCHO]
29,003,0120,TERCERA SECCION DE VAIVEN
29,003,0121,ALCATRACES
29,003,0122,FINCA EL CRISTO
29,003,0123,LOS ARBOLITOS [RANCHO]
29,003,0124,PAZO DA LYZ E DO SANCI
29,003,0125,DEMETRIO FLORES
29,003,0126,EL EMBARCADERO
29,003,0127,FRANCISCO VAZQUEZ JIMENEZ
29,003,0128,GREGORIO HERRERA
29,003,0129,HORTENCIA PALAFOX GONZALEZ
29,003,0130,LAS CARIDADES
29,003,0131,SAN ISIDRO
29,003,0132,TEPIZIL (SAN PEDRO)
29,003,0133,CERRO DE LA CANTERA
29,003,0134,GRANJA AVICOLA COCOTLA
29,003,0135,SANTA ROSA [RANCHO]
29,003,0136,LA ESCOBILLERA
29,003,0137,LA HUERTA [RANCHO]
29,003,0138,RANCHO DE LA CARIDAD
29,004,0001,ATLZAYANCA
29,004,0002,SAN FRANCISCO AXOPILCO
29,004,0003,SAN JOSE BUENAVISTA
29,004,0004,CONCEPCION HIDALGO
29,004,0005,FELIPE CARRILLO PUERTO
29,004,0006,LA GARITA
29,004,0007,LAZARO CARDENAS
29,004,0008,MESA REDONDA
29,004,0009,MIAHUAPAN EL BAJO
29,004,0010,NEXNOPALA
29,004,0011,OCOTLA [RANCHO]
29,004,0015,LA RINCONA
29,004,0016,SAN ANTONIO TECOPILCO
29,004,0018,SAN JOSE XALASCO
29,004,0019,SAN JUAN OCOTITLA
29,004,0020,SANTA CRUZ POCITOS
29,004,0021,SANTA MARIA LAS CUEVAS
29,004,0023,XALTITLA
29,004,0024,COLONIA DELICIAS
29,004,0028,SAN JOSE PILANCON
29,004,0030,RANCHO BLANCO
29,004,0031,GUADALUPE [RANCHO]
29,004,0032,EL MIRADOR
29,004,0037,RANCHERIA DE POCITOS
29,004,0039,SANTA MARTHA [RANCHO]
29,004,0042,CARRETA
29,004,0043,XARERO XALTITLA
29,004,0046,MAZEHUALPA
29,004,0049,LOMA DE JUNGUITO
29,004,0050,SAN MIGUEL FRANCO [RANCHERIA]
29,004,0051,MIAHUAPAN EL ALTO
29,004,0052,COLONIA NAZARETH
29,004,0055,SAN JOSE MIRAVALLE
29,004,0058,LA HIGUERA
29,004,0064,SAN ANTONIO ZOAPILA
29,004,0066,SANTA VIVIANA [RANCHO]
29,004,0076,EL SALTO
29,004,0079,SANTA MARGARITA [RANCHO]
29,004,0081,AMPARITO
29,004,0083,LOS OCALITOS
29,004,0085,SAN JOSE EL INFINITO
29,004,0087,CORAZON DE JESUS [RANCHO]
29,004,0096,AURELIO AGUILAR
29,004,0100,JOSE FERNANDEZ
29,004,0102,EL PIÑONAL (GUADALUPE EL PIÑONAL)
29,004,0103,RANCHO DE JESUS
29,004,0104,GUADALUPE [RANCHO]
29,004,0106,SAN JERONIMO ZACUALPAN
29,004,0107,TECHACHALCO
29,004,0109,HUERTA LIZET
29,004,0110,SAN MIGUEL
29,004,0111,SANTO DOMINGO
29,004,0114,MARINA PAREDES
29,004,0115,EL DESMONTE
29,004,0116,LA LOBERA
29,004,0117,EDEN [RANCHO]
29,004,0118,EL ROSARIO [RANCHO]
29,005,0001,CIUDAD DE APIZACO
29,005,0002,CERRITO DE GUADALUPE
29,005,0003,GUADALUPE TEXCALAC
29,005,0004,JAGÜEY PRIETO
29,005,0005,JOSE MARIA MORELOS
29,005,0006,COLONIA SAN ISIDRO
29,005,0007,SAN LUIS APIZAQUITO
29,005,0009,SANTA ANITA HUILOAC
29,005,0010,SANTA MARIA TEXCALAC
29,005,0011,ACTIPAN
29,005,0014,EJIDO DE SANTA URSULA ZIMATEPEC
29,005,0015,EJIDO LA GLORIA [RANCHO]
29,005,0017,EJIDO DE SAN DIONISIO
29,005,0018,EJIDO DE XALTOCAN
29,005,0019,LOS GEMELOS [RANCHO]
29,005,0021,SAN JOSE TETEL (LA QUEBRADORA)
29,005,0023,CUARTA MANZANA
29,005,0024,HORCASITAS
29,005,0026,TLALCOYOTLA
29,005,0027,TOCHAC
29,005,0029,UNIDAD DEPORTIVA
29,005,0030,FRACCIONAMIENTO JARDINES DE SAN FRANCISCO
29,005,0032,EJIDO DE SANTA URSULA
29,005,0033,PRIMERA SECCION
29,005,0035,LA BOMBA
29,005,0036,SAN PATRICIO [RANCHO]
29,006,0001,HEROICA CIUDAD DE CALPULALPAN
29,006,0002,AMANTLA
29,006,0005,COECILLOS
29,006,0007,EL CARMEN
29,006,0008,MAZAPA
29,006,0009,SAN BARTOLOME DEL MONTE
29,006,0010,SAN CRISTOBAL ZACACALCO
29,006,0012,SAN FELIPE SULTEPEC
29,006,0013,SAN ISIDRO
29,006,0014,LOS TRES HERMANOS
29,006,0015,SAN MARCOS GUAQUILPAN
29,006,0016,SAN MATEO ATICPAC
29,006,0017,SANTA CATALINA
29,006,0018,SANTIAGO CUAULA
29,006,0019,LA SOLEDAD
29,006,0021,SANTO DOMINGO TEQUIXTLA [RANCHO]
29,006,0022,TLAZALAN
29,006,0023,ZOQUIAPAN
29,006,0024,NCPE GUSTAVO DIAZ ORDAZ
29,006,0032,LOS PALACIOS
29,006,0033,SAN BENIGNO [RANCHO]
29,006,0034,SAN JUAN TEMAZCALES
29,006,0036,SANTA CRUZ
29,006,0037,SANTA TERESA
29,006,0038,LA VENTA
29,006,0039,LOS CAPULINES
29,006,0042,PABLO GODINEZ
29,006,0045,LOS MARQUEZ
29,006,0046,EL SACRIFICIO
29,006,0047,LA TINAJA
29,006,0049,SAN JOSE
29,006,0053,ZANHUANVICHI (GUILLERMO CANO)
29,006,0054,LOS PINOS
29,006,0056,HERLINDA HERNANDEZ
29,006,0057,SAN JOSE (LOS HORNOS)
29,006,0060,HERMANOS GARCIA
29,006,0061,MONTE DE SAN AGUSTIN
